codigo_ocupacion,nombre_ocupacion
"8311","Conductor, tren metropolitano/aéreo"
"8311","Conductor, tren subterráneo"
"8321","Conductor, triciclo a motor"
"8321","Conductor, triciclo a motor/mercancías"
"8322","Conductor, triciclo a motor/taxi"
"9331","Conductor, triciclo/no motorizado"
"8323","Conductor, trolebús"
"8324","Conductor, vagoneta lanzadera/canteras"
"8324","Conductor, vagoneta lanzadera/minas"
"9331","Conductor, vehículo a pedales"
"9332","Conductor, vehículo de tracción animal/canteras"
"9332","Conductor, vehículo de tracción animal/carreteras"
"9332","Conductor, vehículo de tracción animal/minas"
"9331","Conductor, velocípedo de transporte"
"7436","Confeccionador, alfombras de nudo/a mano"
"7442","Confeccionador, arneses de collera/caballos"
"7433","Confeccionador, batas"
"7424","Confeccionador, brochas"
"7424","Confeccionador, calzado/rafia"
"7436","Confeccionador, carpas"
"7437","Confeccionador, colchas y colchones"
"7437","Confeccionador, edredones"
"7436","Confeccionador, flores artificiales"
"7442","Confeccionador, fustas"
"7436","Confeccionador, juguetes y muñecos blandos"
"7424","Confeccionador, juguetes/madera"
"7436","Confeccionador, juguetes/metal"
"7433","Confeccionador, lencero"
"7422","Confeccionador, marcos/cuadros"
"7424","Confeccionador, muebles/caña"
"7424","Confeccionador, muebles/junco"
"7436","Confeccionador, muñecos y juguetes"
"7437","Confeccionador, ropa de cama"
"7442","Confeccionador, sillas de montar y arneses"
"7442","Confeccionador, talabartería"
"7437","Confeccionador, tapicería"
"7436","Confeccionador, tiendas de campaña"
"7436","Confeccionador, toldos"
"7422","Confeccionador, toneles"
"7436","Confeccionador, velámenes"
"7442","Confeccionador, zapatos/rafia"
"7422","Confeccionador, zuecos"
"7422","Confeccionador-montador, artículos de madera/deportes"
"7424","Confeccionador-montador, muebles de caña o mimbre"
"7412","Confitero"
"1110","Consejero de Estado"
"3223","Consejero dietético, industria de alimentos"
"2429","Consejero jurídico, empresa"
"2429","Consejero jurídico, impuestos"
"2221","Consejero médico, seguros"
"3213","Consejero, agrícola"
"2412","Consejero, empleo"
"2351","Consejero, enseñanza"
"3213","Consejero, forestal"
"1110","Consejero, gobierno"
"2412","Consejero, orientación profesional"
"2412","Consejero, orientación profesional/estudiantes"
"2412","Consejero, perspectivas de carrera"
"3415","Consejero, servicios postventa"
"3414","Consejero, turismo"
"9141","Conserje"
"9141","Conserje, edificio/apartamentos"
"9152","Conserje, hotel"
"7414","Conservador, frutas y legumbres"
"2431","Conservador, galería de arte"
"2431","Conservador, museo"
"7414","Conservero, frutas"
"7414","Conservero, legumbres y verduras"
"3421","Consignatario"
"3421","Consignatario marítimo"
"7211","Constructor de machos/máquina"
"7211","Constructor de machos/metal"
"7312","Constructor, acordeones"
"7312","Constructor, armónicas"
"7312","Constructor, arpas"
"7422","Constructor, ataúdes"
"7311","Constructor, barómetros"
"7121","Constructor, casas/materiales tradicionales"
"7129","Constructor, edificios/materiales no tradicionales"
"7422","Constructor, escaleras de mano/madera"
"7312","Constructor, instrumentos musicales"
"7312","Constructor, instrumentos musicales/cobre"
"7312","Constructor, instrumentos musicales/cuerdas"
"7312","Constructor, instrumentos musicales/madera"
"7312","Constructor, instrumentos musicales/percusión"
"7312","Constructor, instrumentos musicales/viento"
"7311","Constructor, instrumentos/meteorología"
"7311","Constructor, instrumentos/navegación"
"7223","Constructor, juguetes"
"7312","Constructor, pianos"
"7312","Constructor, pianos y pianolas"
"7312","Constructor, pianos/llaves"
"7312","Constructor, pianos/tablas de armonía"
"7312","Constructor, tambores y timbales"
"7312","Constructor, teclados/pianos"
"7422","Constructor, toneles"
"7312","Constructor, xilófonos"
"3439","Cónsul"
"1120","Cónsul general"
"2411","Contador"
"2411","Contador, auditoría de empresas"
"2411","Contador, contabilidad municipal"
"2411","Contador, costos"
"2411","Contador, costos y precios"
"2411","Contador, empresa"
"3474","Contorsionista"
"2453","Contrabajo"
"2453","Contralto"
"8340","Contramaestre de barco"
"3423","Contratista, mano de obra"
"4133","Controlador administrativo, ferrocarril/mercancías"
"4133","Controlador administrativo, tráfico aéreo"
"4133","Controlador administrativo, transporte aéreo"
"4133","Controlador administrativo, transporte ferroviario (cargas)"
"4133","Controlador administrativo, transporte marítimo"
"4133","Controlador administrativo, transporte por carretera"
"4113","Controlador, perforaciones"
"3144","Controlador, tráfico aéreo"
"3143","Copiloto, aeronave"
"7435","Copista, dibujos/cartones Jacquard"
"7343","Copista, fotograbado/imprenta"
"2453","Copista, música"
"2454","Coreógrafo"
"2453","Corista"
"9332","Cornaca"
"4143","Corrector, pruebas de imprenta"
"4213","Corredor, apuestas"
"3411","Corredor, bolsa"
"3475","Corredor, carreras pedestres"
"3475","Corredor, ciclista"
"3415","Corredor, fábrica"
"3413","Corredor, fincas"
"3412","Corredor, seguros"
"3411","Corredor, valores"
"3439","Correo diplomático"
"2451","Corresponsal, medios de información"
"3431","Corresponsal, nivel medio"
"7433","Corsetero"
"7212","Cortador, arco eléctrico"
"7411","Cortador, carne"
"7435","Cortador, colchas y colchones"
"7323","Cortador, cristal"
"7322","Cortador, cristales/óptica"
"7442","Cortador, cuero"
"7442","Cortador, empeines"
"7435","Cortador, guantes"
"7442","Cortador, palas de calzado"
"7435","Cortador, paraguas"
"7113","Cortador, piedra"
"7113","Cortador, piedra/inscripciones"
"7434","Cortador, pieles"
"7435","Cortador, prendas de cuero y piel"
"7435","Cortador, prendas de vestir"
"7435","Cortador, sastrería"
"7442","Cortador, suelas"
"7435","Cortador, tapicería"
"7435","Cortador, tiendas de campaña"
"7435","Cortador, velámenes"
"7322","Cortador, vidrio"
"7113","Cortador-pulidor, piedra"
"7322","Cortador-tallador, cristales/óptica"
"6112","Cosechero"
"7436","Cosedor"
"8263","Cosedor, a máquina/pieles"
"7436","Cosedor, colchas y colchones"
"7345","Cosedor, encuadernación"
"7436","Cosedor, gorros"
"7436","Cosedor, prendas de cuero y piel"
"7436","Cosedor, prendas de peletería a mano"
"7436","Cosedor, prendas de vestir"
"7436","Cosedor, telas de tapicería"
"7436","Cosedor, tiendas de campaña"
"7436","Cosedor, velas, tiendas y carpas"
"5141","Cosmetólogo"
"7436","Costurero"
"2452","Creador, dibujos animados"
"2452","Creador, modelos/joyería y orfebrería"
"2131","Creador, sistemas informáticos"
"2149","Creador, sistemas/excepto informáticos"
"9131","Criado"
"6129","Criador, animales de laboratorio/cobayos"
"6121","Criador, animales domésticos/piel"
"6129","Criador, animales no domésticos/pieles finas"
"6129","Criador, animales salvajes/pieles finas"
"6129","Criador, animales/reservas naturales"
"6129","Criador, aves"
"6122","Criador, aves de caza"
"6122","Criador, aves de corral"
"6129","Criador, aves y pájaros domésticos"
"6129","Criador, aves y pájaros/caza"
"6129","Criador, avestruces"
"6121","Criador, caballos"
"6129","Criador, caracoles"
"6121","Criador, corderos de astracán"
"6124","Criador, criadero diversificado"
"6121","Criador, ganado"
"6121","Criador, ganado bovino"
"6121","Criador, ganado caballar"
"6121","Criador, ganado caprino"
"6121","Criador, ganado lechero"
"6121","Criador, ganado ovino"
"6121","Criador, ganado porcino"
"6121","Criador, gatos"
"6123","Criador, gusanos de seda"
"6129","Criador, leones"
"6151","Criador, madreperlas"
"6151","Criador, ostras"
"6129","Criador, pájaros salvajes"
"6121","Criador, perros"
"6129","Criador, renos"
"6121","Criador, reproductores"
"6129","Criador, reptiles/ofidios"
"6123","Criador, serpientes"
"8112","Cribador, carbón"
"8112","Cribador, minerales"
"2442","Criminólogo"
"7135","Cristalero"
"7135","Cristalero, claraboyas/colocación de cristales (sin masilla)"
"7135","Cristalero, cristales emplomados"
"7135","Cristalero, doble vidrio"
"7135","Cristalero, edificios"
"7135","Cristalero, vehículos"
"7135","Cristalero, vidrieras"
"7135","Cristalero-colocador, lunas de vidrio"
"2113","Cristalógrafo"
"2451","Crítico"
"2451","Crítico, arte"
"2451","Crítico, artes plásticas"
"2451","Crítico, cinematográfico"
"2451","Crítico, literario"
"2451","Crítico, música"
"2451","Crítico, radio"
"2451","Crítico, teatro"
"2451","Crítico, televisión"
"8223","Cromador"
"2451","Cronista"
"2451","Cronista, deportes"
"3472","Cronista, noticiarios"
"2451","Cronista, tribunales"
"4213","Crupier, sala de juego"
"3141","Cuarto oficial, maquinista/barco"
"6141","Cubicador, madera"
"7322","Cucharero, colada de vidrio"
"7211","Cucharero, metal"
"2455","Cuentista, excepto radio o televisión"
"2455","Cuentista, radio o televisión"
"6129","Cuidador, animales/parques zoológicos"
"6129","Cuidador, animales/reservas naturales"
"6151","Cultivador, algas"
"6113","Cultivador, cañas y mimbre"
"6113","Cultivador, hongos"
"6112","Cultivador, lúpulo"
"6112","Cultivador, plantaciones/té"
"6113","Cultivador, setas y champiñones"
"6113","Cultivador, viveros"
"6113","Cultivador, viveros/bulbos"
"6113","Cultivador, viveros/especias"
"6113","Cultivador, viveros/hortalizas"
"6113","Cultivador, viveros/semillas"
"2460","Cura"
"7411","Curador, carne"
"7411","Curador, jamones"
"7411","Curador, pescado"
"3242","Curandero, religioso"
"3242","Curandero, sugestión"
"3241","Curandero, tratamiento sin medicamentos"
"3241","Curandero-naturista, aldea"
"7441","Curtidor"
"7441","Curtidor, pieles"
"7214","Curvador, chapas/metal"
"7422","Curvador, madera"
"7322","Curvador, tubos de vidrio"
"5169","Custodio"
"1229","Decano"
"1229","Decano, facultad"
"8223","Decapador, metales"
"8223","Decapador, metales/chorro de arena"
"3422","Declarante, aduana"
"3471","Decorador proyectista, cine y teatro"
"7324","Decorador, alfarería"
"7324","Decorador, cerámica"
"7324","Decorador, cerámica/a mano"
"7324","Decorador, cerámica/pulverización"
"7141","Decorador, de a bordo/barcos"
"3471","Decorador, escaparates"
"3471","Decorador, exposiciones"
"3471","Decorador, interiores"
"7133","Decorador, yeso fibroso"
"7133","Decorador-escayolista"
"7324","Decorador-esmaltador, cerámica/pistola"
"7133","Decorador-estuquista"
"7411","Degollador, reses"
"7415","Degustador, alimentos"
"3118","Delineante"
"3118","Delineante, arquitectura"
"3118","Delineante, cartografía"
"3118","Delineante, geología"
"3118","Delineante, ilustraciones técnicas"
"3118","Delineante, industrial"
"3118","Delineante, ingeniería aeronáutica"
"3118","Delineante, ingeniería civil"
"3118","Delineante, ingeniería de edificios"
"3118","Delineante, ingeniería de sistemas de calefacción y ventilación"
"3118","Delineante, ingeniería eléctrica"
"3118","Delineante, ingeniería electrónica"
"3118","Delineante, ingeniería mecánica"
"3118","Delineante, ingeniería naval"
"3118","Delineante, litografía"
"3118","Delineante, matrices y herramientas"
"3118","Delineante, técnico"
"3118","Delineante, tinturas"
"3118","Delineante, topografía"
"2122","Demógrafo"
"7129","Demoledor, edificios"
"5220","Demostrador"
"3213","Demostrador, prácticas agrícolas"
"2222","Dentista"
"2222","Dentista, ortodoncia"
"2222","Dentista, pedodoncia"
"2222","Dentista, periodoncia"
"2222","Dentista, prótesis dentales"
"5220","Dependiente, comercio"
"5220","Dependiente, comercio minorista"
"5220","Dependiente, mostrador"
"7441","Depilador, pieles"
"3475","Deportista, profesional"
"8312","Derivador, ferrocarriles"
"2221","Dermatólogo"
"8223","Desbastador, piezas de moldeo"
"7432","Desborrador, bobinas textiles"
"9312","Desbrozador de tierra"
"7441","Descarnador, cueros"
"8275","Descascarador, cacahuetes"
"6141","Descorchador, alcornoques"
"6141","Descortezador, árboles"
"9212","Descuajador"
"6154","Descuartizador, ballenas"
"8223","Desengrasador, metales"
"7111","Desentibador, canteras"
"7111","Desentibador, minas"
"7431","Desfibrador, lino o yute"
"7143","Deshollinador"
"7411","Deshuesador, carne"
"3117","Desincrustador, pozos de petróleo y gas"
"7431","Desmotador, fibras textiles"
"7111","Desmuestrador, canteras"
"7111","Desmuestrador, minas"
"7111","Desmuestrador, sondeo"
"7411","Desollador, animales"
"3422","Despachante, aduana"
"7416","Despalillador, tabaco"
"7431","Despepitador, algodón"
"7111","Despilarador"
"7411","Despojero"
"7411","Despostador"
"7143","Desratizador"
"6142","Destilador, madera"
"8154","Destilador, productos químicos/excepto petróleo"
"7416","Desvenador, tabaco"
"3450","Detective"
"3450","Detective privado"
"3450","Detective, grandes almacenes"
"7431","Diablero"
"3480","Diaconisa"
"3480","Diácono"
"2451","Dialoguista"
"7313","Diamantista, diamantes industriales"
"2452","Dibujante, caricaturista"
"3471","Dibujante, carteles"
"2452","Dibujante, dibujos animados"
"2452","Dibujante, diseño industrial"
"3471","Dibujante, ilustraciones"
"3118","Dibujante, ilustraciones técnicas"
"3471","Dibujante, interiores"
"2452","Dibujante, joyería y orfebrería"
"3471","Dibujante, moda"
"3118","Dibujante, proyectista/artes gráficas"
"2452","Dibujante, publicidad"
"3223","Dietólogo"
"3223","Dietólogo, dietética médica"
"9211","Dimidor"
"7112","Dinamitero"
"1110","Diputado"
"1120","Director"
"2455","Director artístico, cine"
"2455","Director artístico, teatro"
"1235","Director de departamento, abastecimiento"
"1231","Director de departamento, administración"
"1235","Director de departamento, almacenamiento"
"1233","Director de departamento, comercialización"
"1235","Director de departamento, compras"
"1231","Director de departamento, contabilidad"
"1235","Director de departamento, distribución"
"1231","Director de departamento, finanzas"
"1236","Director de departamento, informática"
"1237","Director de departamento, investigación y desarrollo"
"1232","Director de departamento, personal"
"1231","Director de departamento, presupuesto"
"1229","Director de departamento, producción y operaciones/actividades"
"1229","Director de departamento, producción y operaciones/actividades"
"1229","Director de departamento, producción y operaciones/actividades"
"1229","Director de departamento, producción y operaciones/administración"
"1229","Director de departamento, producción y operaciones/agencias de"
"1221","Director de departamento, producción y operaciones/agricultura"
"1226","Director de departamento, producción y operaciones/almacenamiento"
"1221","Director de departamento, producción y operaciones/caza"
"1224","Director de departamento, producción y operaciones/comercio"
"1224","Director de departamento, producción y operaciones/comercio"
"1224","Director de departamento, producción y operaciones/comercio"
"1224","Director de departamento, producción y operaciones/comercio"
"1224","Director de departamento, producción y operaciones/comercio"
"1224","Director de departamento, producción y operaciones/comercio"
"1226","Director de departamento, producción y operaciones/comunicaciones"
"1226","Director de departamento, producción y operaciones/comunicaciones"
"1226","Director de departamento, producción y operaciones/comunicaciones"
"1223","Director de departamento, producción y operaciones/construcción"
"1228","Director de departamento, producción y operaciones/cuidados"
"1229","Director de departamento, producción y operaciones/enseñanza"
"1229","Director de departamento, producción y operaciones/espectáculos"
"1225","Director de departamento, producción y operaciones/hostelería"
"1222","Director de departamento, producción y operaciones/industria"
"1229","Director de departamento, producción y operaciones/instituciones"
"1228","Director de departamento, producción y operaciones/limpieza"
"1221","Director de departamento, producción y operaciones/pesca"
"1225","Director de departamento, producción y operaciones/restauración"
"1229","Director de departamento, producción y operaciones/salud"
"1227","Director de departamento, producción y operaciones/servicios a las"
"1227","Director de departamento, producción y operaciones/servicios de"
"1229","Director de departamento, producción y operaciones/servicios de"
"1221","Director de departamento, producción y operaciones/silvicultura"
"1229","Director de departamento, producción y operaciones/trabajo social"
"1226","Director de departamento, producción y operaciones/transporte"
"1226","Director de departamento, producción y operaciones/transporte"
"1226","Director de departamento, producción y operaciones/transporte"
"1226","Director de departamento, producción y operaciones/transporte"
"1234","Director de departamento, publicidad"
"1232","Director de departamento, relaciones laborales"
"1234","Director de departamento, relaciones públicas"
